DATAFLOW,LAST UPDATE,freq,sectperf,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CY00,2012,0.44,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CY00,2013,0.49,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CY00,2014,0.51,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CY00,2015,0.48,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CY00,2016,0.52,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CY00,2017,0.55,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CY00,2018,0.62,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CY00,2019,0.74,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CY00,2020,0.85,p
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ01,2009,2.01,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ01,2010,1.93,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ01,2011,2.16,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ01,2012,2.31,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ01,2013,2.4,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ01,2014,2.58,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ01,2015,2.68,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ01,2016,2.15,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ01,2017,2.35,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ01,2018,2.49,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ01,2019,2.56,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ02,2009,1.34,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ02,2010,1.43,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ02,2011,1.43,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ02,2012,1.47,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ02,2013,2.15,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ02,2014,2.04,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ02,2015,1.93,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ02,2016,2.03,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ02,2017,2.43,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ02,2018,2.66,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ02,2019,2.51,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ03,2009,0.93,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ03,2010,1.11,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ03,2011,1.32,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ03,2012,1.57,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ03,2013,1.61,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ03,2014,1.67,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ03,2015,1.6,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ03,2016,1.34,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ03,2017,1.3,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ03,2018,1.48,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ03,2019,1.58,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ04,2009,0.23,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ04,2010,0.26,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ04,2011,0.3,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ04,2012,0.41,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ04,2013,0.37,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ04,2014,0.41,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ04,2015,0.36,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ04,2016,0.29,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ04,2017,0.3,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ04,2018,0.34,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ04,2019,0.4,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ05,2009,1.06,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ05,2010,1.11,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ05,2011,1.28,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ05,2012,1.57,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ05,2013,1.46,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ05,2014,1.48,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ05,2015,1.34,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ05,2016,1.26,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ05,2017,1.3,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ05,2018,1.44,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ05,2019,1.46,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ06,2009,1.56,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ06,2010,1.64,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ06,2011,2.05,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ06,2012,2.62,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ06,2013,2.83,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ06,2014,2.94,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ06,2015,2.88,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ06,2016,2.39,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ06,2017,2.32,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ06,2018,2.33,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ06,2019,2.48,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ07,2009,0.88,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ07,2010,0.93,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ07,2011,1.13,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ07,2012,1.56,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ07,2013,1.39,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ07,2014,1.51,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ07,2015,1.29,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ07,2016,1.23,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ07,2017,1.41,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ07,2018,1.55,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ07,2019,1.61,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ08,2009,0.81,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ08,2010,0.81,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ08,2011,1.24,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ08,2012,1.14,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ08,2013,1.15,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ08,2014,1.24,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ08,2015,1.19,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ08,2016,1.14,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ08,2017,1.05,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ08,2018,1.12,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,CZ08,2019,1.07,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE11,2009,5.89,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE11,2011,6.06,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE11,2013,5.89,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE11,2015,6.13,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE11,2017,7.49,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE11,2019,7.34,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE12,2009,4,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE12,2011,4.13,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE12,2013,4.3,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE12,2015,4.55,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE12,2017,4.87,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE12,2019,5.32,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE13,2009,2.68,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE13,2011,2.75,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE13,2013,2.64,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE13,2015,2.63,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE13,2017,2.74,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE13,2019,2.9,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE14,2009,4.5,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE14,2011,4.72,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE14,2013,4.65,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE14,2015,4.55,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE14,2017,4.77,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE14,2019,5.27,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE21,2009,4.35,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE21,2011,4.13,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE21,2013,4.35,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE21,2015,4.3,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE21,2017,3.99,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE21,2019,4.49,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE22,2009,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE22,2011,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE22,2013,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE22,2015,1.25,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE22,2017,1.33,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE22,2019,1.61,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE23,2009,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE23,2011,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE23,2013,,c
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE23,2015,2,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE23,2017,2.46,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE23,2019,2.73,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE24,2009,1.61,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE24,2011,1.74,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE24,2013,1.84,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE24,2015,1.91,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE24,2017,2.08,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE24,2019,2.53,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE25,2009,3.42,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE25,2011,3.48,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE25,2013,3.7,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE25,2015,3.72,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE25,2017,3.55,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE25,2019,3.73,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE26,2009,2.07,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE26,2011,2.26,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE26,2013,2.31,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE26,2015,2.07,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE26,2017,2.81,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE26,2019,2.85,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE27,2009,1.1,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE27,2011,1.25,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE27,2013,1.26,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE27,2015,1.57,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE27,2017,1.61,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE27,2019,1.67,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE30,2009,3.37,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE30,2011,3.33,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE30,2013,3.55,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE30,2015,3.52,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE30,2017,3.39,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE30,2019,3.38,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE40,2009,1.4,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE40,2011,1.65,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE40,2013,1.54,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE40,2015,1.66,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE40,2017,1.69,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE40,2019,1.81,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE50,2009,2.65,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE50,2011,2.75,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE50,2013,2.74,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE50,2015,2.84,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE50,2017,2.81,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE50,2019,2.97,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE60,2009,2.11,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE60,2011,2.21,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE60,2013,2.29,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE60,2015,2.24,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE60,2017,2.15,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE60,2019,2.17,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE71,2009,3.4,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE71,2011,3.26,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE71,2013,3.09,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE71,2015,3.16,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE71,2017,3.27,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE71,2019,3.46,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE72,2009,2.26,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE72,2011,2.16,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE72,2013,2.43,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE72,2015,2.56,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE72,2017,2.58,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE72,2019,2.25,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE73,2009,1.51,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE73,2011,1.72,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE73,2013,1.86,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE73,2015,1.6,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE73,2017,1.63,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE73,2019,2.02,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE80,2009,1.84,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE80,2011,2.05,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE80,2013,1.81,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE80,2015,1.87,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE80,2017,1.78,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE80,2019,1.81,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE91,2009,6.75,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE91,2011,6.65,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE91,2013,7.03,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE91,2015,9.34,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE91,2017,7.91,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE91,2019,7.77,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE92,2009,2.18,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE92,2011,2.18,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE92,2013,2.29,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE92,2015,2.39,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE92,2017,2.26,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE92,2019,2.39,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE93,2009,0.97,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE93,2011,0.98,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE93,2013,1.06,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE93,2015,0.98,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE93,2017,0.92,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE93,2019,0.86,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE94,2009,0.58,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE94,2011,0.74,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE94,2013,0.78,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE94,2015,0.94,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE94,2017,0.93,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DE94,2019,1.01,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA1,2009,1.93,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA1,2011,1.83,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA1,2013,1.71,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA1,2015,1.8,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA1,2017,1.97,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA1,2019,2,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA2,2009,2.84,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA2,2011,3.1,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA2,2013,2.93,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA2,2015,2.84,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA2,2017,2.98,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA2,2019,3.01,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA3,2009,0.97,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA3,2011,1.04,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA3,2013,1.1,
ESTAT:TGS00042(1.0),29/11/21 11:00:00,A,TOTAL,PC_GDP,DEA3,2015,1.15,
